code,kline_time,open,high,low,close,volume,amount
000300.SH,2024-01-02,3426.2684,3426.2684,3386.3522,3386.3522,116180726,184096097448
000300.SH,2024-01-03,3379.7501,3392.8504,3362.6617,3378.2971,105613851,165099018642
000300.SH,2024-01-04,3375.0207,3375.0207,3323.8647,3347.0519,106721013,165512262698
000300.SH,2024-01-05,3341.3061,3372.5444,3313.5542,3329.1114,126400574,182251664948
000300.SH,2024-01-08,3322.6051,3333.516,3283.3421,3286.0564,117429485,170761644873
000300.SH,2024-01-09,3286.7083,3304.6008,3273.8431,3292.4994,109330465,172276323045
000300.SH,2024-01-10,3281.6692,3312.9161,3268.2471,3277.129,94199366,159777649838
000300.SH,2024-01-11,3275.3086,3311.1137,3266.7911,3295.6717,108789735,180978533555
000300.SH,2024-01-12,3284.358,3310.4704,3279.6987,3284.1667,96853555,156536022291
000300.SH,2024-01-15,3270.1029,3306.9217,3261.2687,3280.9195,88851530,144331722430
000300.SH,2024-01-16,3272.571,3300.8762,3260.4362,3300.8762,113276665,175650587488
000300.SH,2024-01-17,3291.1392,3291.1392,3229.082,3229.082,108769728,173516385174
000300.SH,2024-01-18,3214.2844,3279.2538,3171.6329,3274.7286,174909168,256784536828
000300.SH,2024-01-19,3261.2393,3286.9415,3251.8136,3269.7763,118501408,191261807098
000300.SH,2024-01-22,3262.4685,3281.4205,3193.1776,3218.9016,148705628,225510031844
000300.SH,2024-01-23,3208.4316,3249.5306,3188.1259,3231.9329,122012000,193791168624
000300.SH,2024-01-24,3245.9592,3281.4892,3190.4674,3277.1089,154371954,219036341624
000300.SH,2024-01-25,3274.3391,3344.2426,3269.7943,3342.9189,196833614,265521114954
000300.SH,2024-01-26,3326.6465,3351.9692,3315.1265,3333.8213,180664005,238144899501
000300.SH,2024-01-29,3335.3936,3351.3715,3303.9604,3303.9604,184164795,244698013593
000300.SH,2024-01-30,3283.8977,3300.204,3244.9719,3245.0387,143649350,199592929911
000300.SH,2024-01-31,3231.5425,3252.1475,3201.9264,3215.3518,153143469,215333349921
000300.SH,2024-02-01,3202.2564,3251.7582,3191.8968,3217.7109,145516792,203815063232
000300.SH,2024-02-02,3219.8734,3235.4079,3108.3515,3179.6276,173758089,234495151557
000300.SH,2024-02-05,3164.25,3233.8485,3111.5184,3200.4218,203042970,279713141507
000300.SH,2024-02-06,3185.2498,3314.512,3182.8216,3311.6922,202713099,285042020945
000300.SH,2024-02-07,3314.0306,3343.6303,3289.6704,3343.6303,216647933,297997664575
000300.SH,2024-02-08,3351.4052,3367.2101,3336.9779,3364.9297,189977578,270239765211
000300.SH,2024-02-19,3393.1916,3403.8078,3364.1418,3403.8078,183319800,267674145147
000300.SH,2024-02-20,3395.1916,3415.8943,3380.103,3410.8542,140734581,218459281946
000300.SH,2024-02-21,3390.3619,3500.1338,3383.6911,3456.8713,188879362,291823544608
000300.SH,2024-02-22,3450.3518,3486.6826,3448.4135,3486.6747,141020784,225098128872
000300.SH,2024-02-23,3491.3367,3507.5592,3472.968,3489.7416,144821273,232926057113
000300.SH,2024-02-26,3485.5427,3492.6061,3445.3889,3453.3585,151248331,238951637715
000300.SH,2024-02-27,3440.0516,3494.7874,3437.4422,3494.7874,139528246,244488721250
000300.SH,2024-02-28,3499.8257,3521.6574,3450.2598,3450.2598,189837548,328300591256
000300.SH,2024-02-29,3437.8984,3516.0826,3437.8984,3516.0826,155944532,281971899288
000300.SH,2024-03-01,3515.0587,3544.3595,3503.459,3537.8038,162709570,288575619224
000300.SH,2024-03-04,3538.366,3548.6901,3519.7599,3540.8686,163244613,297719931809
000300.SH,2024-03-05,3524.9644,3570.6935,3519.0816,3565.5143,166422389,299895929709
000300.SH,2024-03-06,3556.5323,3577.3883,3545.1013,3551.0481,143076613,248294165707
000300.SH,2024-03-07,3548.1007,3569.9185,3522.8964,3529.7195,148110510,251839533036
000300.SH,2024-03-08,3529.5509,3548.5055,3511.577,3544.9099,125792664,225379101014
000300.SH,2024-03-11,3545.9427,3589.2635,3542.2789,3589.2635,148202825,286418582154
000300.SH,2024-03-12,3592.5826,3605.6976,3574.2117,3597.4939,180685560,339997042337
000300.SH,2024-03-13,3594.4211,3594.4211,3563.3685,3572.361,144590590,266898756379
000300.SH,2024-03-14,3571.7885,3597.46,3545.612,3562.2229,140962722,263803609335
000300.SH,2024-03-15,3554.9068,3572.8091,3533.6798,3569.993,138316044,243991558366
000300.SH,2024-03-18,3577.0564,3604.0519,3573.404,3603.528,160379438,295314840611
000300.SH,2024-03-19,3593.3396,3610.7389,3577.188,3577.6303,145571786,259553448413
000300.SH,2024-03-20,3568.7158,3589.5456,3568.4341,3585.3838,129528966,223752103886
000300.SH,2024-03-21,3593.07,3601.1145,3575.0331,3581.0902,130743377,233162492629
000300.SH,2024-03-22,3571.2736,3575.7171,3522.8404,3545.0023,139227358,248850931022
000300.SH,2024-03-25,3536.7136,3564.9604,3525.7634,3525.7634,137015724,233747256235
000300.SH,2024-03-26,3526.6818,3547.6461,3518.6018,3543.7467,126209535,226730734844
000300.SH,2024-03-27,3538.7244,3542.9624,3502.7866,3502.7866,128626763,216404726565
000300.SH,2024-03-28,3498.482,3551.2143,3489.3861,3520.9648,143334717,232530806334
000300.SH,2024-03-29,3516.883,3538.2378,3516.883,3537.4843,128643290,201749384356
000300.SH,2024-04-01,3551.5815,3600.9193,3551.5815,3595.6466,162776561,251637272845
000300.SH,2024-04-02,3593.2206,3596.1903,3568.7539,3580.6759,141272972,220207515542
000300.SH,2024-04-03,3578.6835,3582.4324,3558.874,3567.8031,135592331,214222897580
000300.SH,2024-04-08,3553.5554,3567.82,3535.7688,3536.4077,155304283,243249251687
000300.SH,2024-04-09,3533.3849,3543.7141,3518.8601,3533.4871,129670942,195893525574
000300.SH,2024-04-10,3528.9679,3531.2295,3490.0525,3504.7086,128790274,199754768626
000300.SH,2024-04-11,3485.0294,3520.5893,3484.9252,3504.2447,126534395,200293481885
000300.SH,2024-04-12,3505.7499,3516.6988,3470.0611,3475.8389,128921116,208566204702
000300.SH,2024-04-15,3473.5047,3552.4125,3473.5047,3549.0759,183941250,267472484531
000300.SH,2024-04-16,3533.3636,3545.5034,3503.6158,3511.1146,176153065,253315972272
000300.SH,2024-04-17,3509.1318,3565.9389,3498.0324,3565.403,168466398,244987812753
000300.SH,2024-04-18,3550.5562,3602.7902,3547.5996,3569.8018,178574105,261329927268
000300.SH,2024-04-19,3550.6087,3560.9492,3529.3237,3541.6619,147281505,226229520121
